text,emotion,dialog_idx,utterance_idx,speaker,act,cleaned_text,original_emotion,mapped_emotion,emotion_id,is_augmented
"Umm no, I don’t want to eat anything.",depression,2319,1,1,inform,"Umm no, I do not want to eat anything.",sadness,depression,0,False
Yes. I'd like to send this parcel to Changchun.,calm_neutral,1794,1,1,inform,Yes. I would like to send this parcel to Changchun.,no emotion,calm_neutral,11,False
"Oh, over there in Pacific Pavilion.",calm_neutral,764,1,1,directive,"Oh, over there in Pacific Pavilion.",no emotion,calm_neutral,11,False
It's my pleasure. I think this pair of jeans will suit the sweater well.,happiness,567,6,0,commissive,It is my pleasure. I think this pair of jeans will suit the sweater well.,happiness,happiness,8,False
"Yes, me too. I think I’ve lost some important clients recently because of this train!",anger,560,3,1,inform,"Yes, me too. I think I have lost some important clients recently because of this train!",anger,anger,3,False
It must be a haunted house. Are you frightened?,anxiety,2435,11,0,question,It must be a haunted house. Are you frightened?,fear,anxiety,1,False
You're spending a very long time on my hair.,anger,1960,0,1,inform,You are spending a very long time on my hair.,anger,anger,3,False
"Really, it's so beautiful.",anxiety,1909,1,1,inform,"Really, it is so beautiful.",fear,anxiety,1,False
"Sorry, I've got people coming over tomorrow night.",depression,1024,10,1,inform,"Sorry, I have got people coming over tomorrow night.",sadness,depression,0,False
"Actually, I watch whichever movie there is, be it a comedy, a sci-fi or a suspense movie. How about you?",calm_neutral,837,4,0,question,"Actually, I watch whichever movie there is, be it a comedy, a sci-fi or a suspense movie. How about you?",no emotion,calm_neutral,11,False
OK. Please get in. I'm glad to serve you.,calm_neutral,1722,3,0,commissive,OK. Please get in. I am glad to serve you.,no emotion,calm_neutral,11,False
"Twenty to one, in favour of the Cougars!",anger,2222,6,0,inform,"Twenty to one, in favour of the Cougars!",anger,anger,3,False
It is very expensive. Tom’s father paid for it.,calm_neutral,1613,2,1,inform,It is very expensive. Tom’s father paid for it.,no emotion,calm_neutral,11,False
How much is it?,calm_neutral,1226,13,1,question,How much is it?,no emotion,calm_neutral,11,False
"I am afraid your diamond bracelet has gone, darling!",anxiety,2268,2,0,inform,"I am afraid your diamond bracelet has gone, darling!",fear,anxiety,1,False
Umm is there any kind of ice cream you don't like?,calm_neutral,896,4,0,question,Umm is there any kind of ice cream you do not like?,no emotion,calm_neutral,11,False
Thank you. But it is too bright for me.,happiness,1803,1,1,inform,Thank you. But it is too bright for me.,happiness,happiness,8,False
Not at all.,happiness,327,6,0,inform,Not at all.,happiness,happiness,8,False
Here. Near this school.,calm_neutral,972,10,1,inform,Here. Near this school.,no emotion,calm_neutral,11,False
I knew this would happen some day...,depression,1936,9,0,commissive,I knew this would happen some day...,sadness,depression,0,False
But it still hurts. I thought I loved him.,depression,118,5,1,inform,But it still hurts. I thought I loved him.,sadness,depression,0,False
Let's plan a surprise party for him!,happiness,297,1,1,directive,Let us plan a surprise party for him!,happiness,happiness,8,False
Shall I give you a ride home?,happiness,179,2,1,directive,Shall I give you a ride home?,happiness,happiness,8,False
"Are you riding? You have to install an anti-virus software on your computer. If not, you will be attacked by viruses, and it can lead your computer into failure.",excitement,156,7,0,question,"Are you riding? You have to install an anti-virus software on your computer. If not, you will be attacked by viruses, and it can lead your computer into failure.",surprise,excitement,10,False
What? Are you sure about that?,excitement,1760,1,0,question,What? Are you sure about that?,surprise,excitement,10,False
I'm going to the bank.,calm_neutral,244,0,0,inform,I am going to the bank.,no emotion,calm_neutral,11,False
"Uh, any starch?",calm_neutral,551,3,1,question,"Uh, any starch?",no emotion,calm_neutral,11,False
What? Are you sure about that?,excitement,1760,1,0,question,What? Are you sure about that?,surprise,excitement,10,False
"Yes, many thanks. Goodbye.",happiness,1788,15,0,inform,"Yes, many thanks. Goodbye.",happiness,happiness,8,False
Isn't that a bit excessive?,anger,1340,7,1,directive,Is not that a bit excessive?,anger,anger,3,False
My dog has spots. He is very strong.,calm_neutral,617,4,1,inform,My dog has spots. He is very strong.,no emotion,calm_neutral,11,False
His name is not fat boy! You can be so rude sometimes.,anger,800,5,1,inform,His name is not fat boy! You can be so rude sometimes.,anger,anger,3,False
You should put on the black suit I bought for you last week. But I'm afraid it may be a bit crumpled. You'd better iron it now.,calm_neutral,1427,7,1,inform,You should put on the black suit I bought for you last week. But I am afraid it may be a bit crumpled. You would better iron it now.,no emotion,calm_neutral,11,False
Umm three dollars and forty cents.,calm_neutral,1268,6,0,inform,Umm three dollars and forty cents.,no emotion,calm_neutral,11,False
Is it a horror movie?,anxiety,1454,1,0,question,Is it a horror movie? and it's affecting me deeply,fear,anxiety,1,True
You are smart.,happiness,1596,6,0,commissive,You are smart.,happiness,happiness,8,False
"Sure, umm what would you like to discuss?",calm_neutral,623,1,0,question,"Sure, umm what would you like to discuss?",no emotion,calm_neutral,11,False
I can’t believe it!,excitement,2222,0,0,inform,I cannot believe it!,surprise,excitement,10,True
Can any unit see my information?,calm_neutral,344,6,0,question,Can any unit see my information?,no emotion,calm_neutral,11,False
"If so, I'd better try another store.",depression,1303,11,1,inform,"If so, I would better try another store.",sadness,depression,0,False
Do they often happen in your country?,calm_neutral,1711,15,0,question,Do they often happen in your country?. This has been going on for a while,no emotion,calm_neutral,11,True
"With everything, with everybody, with all this!",anger,1368,3,0,inform,"With everything, with everybody, with all this!",anger,anger,3,False
Umm you can take the subway to get there.,calm_neutral,1134,1,0,directive,Umm you can take the subway to get there.,no emotion,calm_neutral,11,False
Oops! It's the landlord. I guess the tables have turned now. We're the noisy neighbors. Turn it down!,excitement,2288,5,1,directive,Oops! It is the landlord. I guess the tables have turned now. We are the noisy neighbors. Turn it down!,surprise,excitement,10,False
Yeah. All of us tried our best.,happiness,1231,2,1,inform,Yeah. All of us tried our best.,happiness,happiness,8,False
You're kidding! You've always hated cooking!,excitement,1079,2,0,inform,You are kidding! You have always hated cooking!,surprise,excitement,10,False
That's a wonderful way to celebrate this grand old library!,happiness,1044,1,1,inform,That is a wonderful way to celebrate this grand old library!,happiness,happiness,8,False
They all have essence of flowers in them.,happiness,2368,5,0,inform,They all have essence of flowers in them.. This has been going on for a while,happiness,happiness,8,True
No. That's all.,happiness,1625,7,1,inform,No. That is all.,happiness,happiness,8,False
Then shall we keep pure friendship?,depression,1936,15,0,directive,Then shall we keep pure friendship?,sadness,depression,0,False
Is it a horror movie?,anxiety,1454,1,0,question,Is it a horror movie? and it's affecting me deeply,fear,anxiety,1,True
Forget it! It was a bitter pill for me to swallow.,anger,94,3,1,inform,Forget it! It was a bitter pill for me to swallow.,anger,anger,3,False
Six fifty Yuan! You must be kidding! I can subscribe for evening newspapers for ten years with that much!,excitement,2059,12,1,inform,Six fifty Yuan! You must be kidding! I can subscribe for evening newspapers for ten years with that much!,surprise,excitement,10,False
Hi! Fiona? I almost didn't recognize you. You are much thinner since I last saw you.,excitement,385,0,0,inform,Hi! Fiona? I almost did not recognize you. You are much thinner since I last saw you.,surprise,excitement,10,False
"Fine, thanks.",calm_neutral,2194,1,1,inform,"Fine, thanks.",no emotion,calm_neutral,11,False
"Are you riding? You have to install an anti-virus software on your computer. If not, you will be attacked by viruses, and it can lead your computer into failure.",excitement,156,7,0,question,"Are you riding? You have to install an anti-virus software on your computer. If not, you will be attacked by viruses, and it can lead your computer into failure.",surprise,excitement,10,False
Probably not. Doing that will probably take another three hours which I can't afford now.,depression,750,8,0,inform,Probably not. Doing that will probably take another three hours which I cannot afford now.,sadness,depression,0,False
You don't know what you are asking!,anger,212,1,0,commissive,You do not know what you are asking!,anger,anger,3,False
I'll tell you all about it next Monday.,happiness,51,6,0,inform,I will tell you all about it next Monday.,happiness,happiness,8,False
Fifty dollars. That's too much.,excitement,1066,6,0,inform,Fifty dollars. That is too much.,surprise,excitement,10,False
"Not from this brand, I'm afraid.",depression,1023,8,0,inform,"Not from this brand, I am afraid.",sadness,depression,0,True
"Yes. Oh, dear, I can’t find my hairbrushes. Can you help me?",excitement,252,3,0,directive,"Lately, yes. oh, dear, i cannot find my hairbrushes. can you help me?",surprise,excitement,10,True
"Yeah, it was nice to meet you. Hope I run into you again sometime.",happiness,1580,12,1,inform,"Yeah, it was nice to meet you. Hope I run into you again sometime.",happiness,happiness,8,False
You got that right... and my mom's still mad about what we did with the dishes.,calm_neutral,1395,3,0,inform,You got that right... and my mom's still mad about what we did with the dishes.,no emotion,calm_neutral,11,False
Can you tell me a little about Paris?,calm_neutral,363,0,0,directive,Can you tell me a little about Paris?,no emotion,calm_neutral,11,False
"You know, interest is the best teacher.",calm_neutral,1804,12,0,inform,"I really feel you know, interest is the best teacher.",no emotion,calm_neutral,11,True
What park? You found a doll in a park? Gross!,excitement,1891,4,0,question,What park? You found a doll in a park? Gross!,surprise,excitement,10,False
I don’t say that. But it seems to me the housewife should do that.,calm_neutral,692,3,0,inform,I do not say that. But it seems to me the housewife should do that.,no emotion,calm_neutral,11,False
