text,emotion,dialog_idx,utterance_idx,speaker,act
Are you studying any languages here?,no emotion,1255,0,0,question
"Yes, I'm studying in the Foreign Languages Department.",no emotion,1255,1,1,inform
What are you majoring in?,no emotion,1255,2,0,question
I'm majoring in English.,no emotion,1255,3,1,inform
Is it difficult to learn?,no emotion,1255,4,0,question
"Umm... Yes. The language is hard to learn, but it's interesting.",no emotion,1255,5,1,inform
Do you know anything about Britain and America?,no emotion,1255,6,0,question
I'm reading a lot of books about the two countries. I like the culture.,no emotion,1255,7,1,inform
Right. It's important to learn the culture of a nation if you want to learn the language well.,no emotion,1255,8,0,inform
You're right.,no emotion,1255,9,1,inform
Good evening. How many people of your party?,no emotion,1256,0,0,question
Three. Two adults and one kid.,no emotion,1256,1,1,inform
For buffet?,no emotion,1256,2,0,question
Yes. How much do you charge for it?,no emotion,1256,3,1,question
"Thirty for each adult, twenty each kid.",no emotion,1256,4,0,inform
I see. Where can I get the food?,no emotion,1256,5,1,question
Please go to the tables over there for cold dishes and vegetables. The hot dishes are on the other side.,no emotion,1256,6,0,inform
Do I need to pay extra charges for drinks like cola and juice?,no emotion,1256,7,1,question
Not for soft drinks. But we charge ten yuan for each alcohol order.,no emotion,1256,8,0,inform
Excuse me. I've been waiting for my main dish for quite a time.,no emotion,1257,0,1,directive
"Yes, sir. Just a minute, please, umm I'll check with the kitchen.",no emotion,1257,1,0,commissive
"Thank you for waiting. It takes another ten to fifteen minutes, I'm afraid.",sadness,1257,2,1,directive
We have an appointment in half an hour.,surprise,1257,3,0,commissive
I see.,no emotion,1257,4,1,inform
Do you have anything else I can have instead?,no emotion,1257,5,0,question
"Well, yes. How about beef stew? We can serve you at once.",no emotion,1257,6,1,directive
"I'll take beef stew, then.",no emotion,1257,7,0,commissive
I still have a question to ask you.,no emotion,1258,0,1,directive
It's my pleasure!,no emotion,1258,1,0,commissive
How much luggage can I take for my flight?,no emotion,1258,2,1,question
It is allowed to carry fifty-five pounds for each passenger.,no emotion,1258,3,0,inform
"But if I have more than fifty-five pounds, what can I do?",no emotion,1258,4,1,question
You will have to pay some for every extra pound.,no emotion,1258,5,0,inform
How about my hand carry luggage?,no emotion,1258,6,1,question
"You can bring one, if you want to.",no emotion,1258,7,0,inform
"Dad, I've finished my homework.",no emotion,1259,0,1,inform
"Well, what game do you want to play?",no emotion,1259,1,0,question
Do you want to play poker?,no emotion,1259,2,1,question
Do you know how to play it?,no emotion,1259,3,0,question
I'll teach you.,no emotion,1259,4,1,inform
OK. Teach me how to play the game.,no emotion,1259,5,0,inform
I need some flowers for my girlfriend.,no emotion,1260,0,0,directive
No problem. Would you like some artificial carnations?,no emotion,1260,1,1,question
"Oh, no. Carnations are not very elegant. Artificial flowers have no passion.",no emotion,1260,2,0,inform
How much did you want to spend?,no emotion,1260,3,1,question
Money is no object.,no emotion,1260,4,0,inform
Our most elegant flower is Golden Lily.,no emotion,1260,5,1,directive
I will take ten.,no emotion,1260,6,0,commissive
Do you want to add some baby's breath for that? They are equally popular now.,no emotion,1260,7,1,directive
Of course. Can I have it delivered to my girlfriend's house this afternoon?,happiness,1260,8,0,directive
"Yes, but there is a five dollars delivery charge.",no emotion,1260,9,1,commissive
That's ok. Here is the address.,no emotion,1260,10,0,inform
Hello. I was wondering if Taylor Smith has checked out yet?,no emotion,1261,0,0,question
Just one moment. I'll check with the cancer ward desk.,no emotion,1261,1,1,inform
"The cancer ward! ? Oh, my. It's worse than we thought.",surprise,1261,2,0,inform
"Sir, I'm sorry. The cancer ward said Mr. Smith passed away two days ago.",no emotion,1261,3,1,inform
"That's impossible! Umm, I'm talking about Mister Taylor Smith.",surprise,1261,4,0,inform
"Yes, sir. He died from complications of stomach cancer. I'm very sorry.",no emotion,1261,5,1,inform
I'm really sick!,no emotion,1261,6,0,inform
"So, how should we go to the theatre?",no emotion,1262,0,0,question
let's take the bus.,no emotion,1262,1,1,directive
"I hate the bus system in London! The bus drivers are rude, and the buses are never on time.",disgust,1262,2,0,commissive
Umm it's not that bad. You probably just had a bad experience once.,no emotion,1262,3,1,inform
"It wasn't just once. Every single time I take the bus, something bad happens to me or to someone else on the bus.",no emotion,1262,4,0,inform
"We could take the subway, but we'd have to go three stops along one line and then change trains twice.",no emotion,1262,5,1,directive
"Train fares are twice as expensive as the bus fare, too.",no emotion,1262,6,0,commissive
"If we don't hurry up, we'll miss the show. Should we take the bus?",no emotion,1262,7,1,directive
"We're already late, so I think we had better take a taxi.",no emotion,1262,8,0,commissive
I don't think we'll be able to find a taxi very easily during rush hours. Let's just take the bus.,no emotion,1262,9,1,directive
Fine. Have a look at the timetable to find out when the next one arrives.,no emotion,1262,10,0,commissive
It looks like it should be here in just a few minutes.,no emotion,1262,11,1,inform
Don't worry. Nothing bad will happen. I'll even buy your ticket for you.,happiness,1262,12,0,directive
"Thanks, that was nice of you.",happiness,1262,13,1,commissive
"See, now something good has happened to you on a bus trip!",happiness,1262,14,0,inform
You didn't come to work yesterday. What happened?,no emotion,1263,0,0,question
I had to look after my son at home.,no emotion,1263,1,1,inform
What's wrong with him?,no emotion,1263,2,0,question
He has a fever.,no emotion,1263,3,1,inform
Is he getting better now?,no emotion,1263,4,0,question
I think so. Thank you.,happiness,1263,5,1,inform
When can you give me the final decision?,no emotion,1264,0,1,question
We'll notify you next Thursday at the latest. Shall I telephone you?,no emotion,1264,1,0,directive
"Uh, OK.",no emotion,1264,2,1,commissive
All right. Thank you for coming today.,happiness,1264,3,0,inform
Thank you for your interview with me.,happiness,1264,4,1,inform
Do you have a double room for tonight?,no emotion,1265,0,1,question
"Umm, with an ocean view?",no emotion,1265,1,0,question
Without is fine.,no emotion,1265,2,1,inform
A double room without a view for just one night?,no emotion,1265,3,0,question
That's right.,no emotion,1265,4,1,inform
"Yes, we do.",no emotion,1265,5,0,inform
"By the way, what's the rate for a single room?",no emotion,1265,6,1,question
Yes! I finally lost that last five pounds I've been working on forever!,happiness,1266,0,0,inform
How did you finally do it?,no emotion,1266,1,1,question
A friend suggested that I stop nibbling between meals.,no emotion,1266,2,0,inform
Like snacking?,no emotion,1266,3,1,question
"You know, a little piece of chocolate here, some chips on the side, candy now and then...",no emotion,1266,4,0,inform
I get what you mean.,no emotion,1266,5,1,inform
"Instead, I sit down and have a good snack like a piece of fruit between meals.",no emotion,1266,6,0,inform
I'm impressed. Good for you!,happiness,1266,7,1,inform
I think I found my Yankee's mug...,no emotion,1267,0,0,inform
"Oh, great. Where was it?",no emotion,1267,1,1,question
Umm it fell out of the garbage bag.,no emotion,1267,2,0,inform
What was it doing there?,no emotion,1267,3,1,question
It was with all the other dishes from dinner.,no emotion,1267,4,0,inform
You mean Johnny threw out all the dinnerware?,no emotion,1267,5,1,question
I think our son was trying to pull a fast one on us.,no emotion,1267,6,0,inform
"Yes, ma'am?",no emotion,1268,0,0,question
"How much is a stamp to send a letter to France, please?",no emotion,1268,1,1,directive
Air mail or surface mail?,no emotion,1268,2,0,question
"Air mail, please.",no emotion,1268,3,1,inform
That'll be eighty-five cents.,no emotion,1268,4,0,commissive
"Four stamps, please. How much is that?",no emotion,1268,5,1,question
Umm three dollars and forty cents.,no emotion,1268,6,0,inform
There you go.,no emotion,1268,7,1,inform
"Excuse me, do you sell apples?",no emotion,1269,0,1,question
Yes. They are over there.,no emotion,1269,1,0,inform
Do you sell them individually or by weight?,no emotion,1269,2,1,question
By weight. six point zero cents per pound.,no emotion,1269,3,0,inform
"Could you weigh these, please?",no emotion,1269,4,1,directive
"Four point fifty five dollars, please. Anything else?",no emotion,1269,5,0,question
"A sack of cherries, please.",no emotion,1269,6,1,directive
Here you are.,no emotion,1269,7,0,commissive
"Look, it's all water over the dam now. Let's leave it behind us.",no emotion,1270,0,0,directive
"Yeah, I know, but it's too hard to do.",sadness,1270,1,1,commissive
Our eyes should look into the future. We could'nt live in the past.,no emotion,1270,2,0,inform
"Only sometimes when I think about it, I feel very sad.",sadness,1270,3,1,inform
It's normal. Time will change everything.,no emotion,1270,4,0,inform
Excuse me. Are these chips on sale?,no emotion,1271,0,0,question
Yes. You will save ninety cents on each bag.,no emotion,1271,1,1,inform
Is there any limit?,no emotion,1271,2,0,question
"No, no limit. You can take as many as you want.",no emotion,1271,3,1,inform
That’s good. Thanks.,happiness,1271,4,0,inform
You’re welcome.,happiness,1271,5,1,inform
Did you promise me to get the bread?,no emotion,1272,0,0,question
"Well, I remember walking pass the baker shop.",no emotion,1272,1,1,inform
But you forgot to get the bread.,no emotion,1272,2,0,inform
I'm afraid so. Umm I don't remember you telling me about it.,no emotion,1272,3,1,inform
"Well, I certainly did.",no emotion,1272,4,0,inform
What would you let me do now?,no emotion,1272,5,1,question
You are free. You can go now.,no emotion,1272,6,0,inform
Really? You are so kind.,surprise,1272,7,1,question
I'll do with the cake.,no emotion,1272,8,0,inform
No. That's not enough. I've got some cereal.,no emotion,1272,9,1,inform
"Umm excuse me, sir.",no emotion,1273,0,1,inform
What's the matter?,no emotion,1273,1,0,question
I heard that we will call at some ports on the way. Is that true?,no emotion,1273,2,1,question
Where will we call at?,no emotion,1273,4,1,question
Dalian.,no emotion,1273,5,0,inform
Dalian is my hometown.,no emotion,1273,6,1,inform
Really?,surprise,1273,7,0,question
Can I get off the ship and walk around?,no emotion,1273,8,1,directive
Sorry. I'm afraid you couldn't.,no emotion,1273,9,0,commissive
What shall we do tonight?,no emotion,1274,0,0,question
How about the cinema?,no emotion,1274,1,1,directive
That's a good idea. We haven't seen a film for ages. What would you like to see?,no emotion,1274,2,0,question
Oh I don't know. Titanic?,no emotion,1274,3,1,question
Titanic? That old film? But I've seen it before!,no emotion,1274,4,0,inform
Cheer!,happiness,1275,0,0,inform
Cheer!,happiness,1275,1,1,inform
So what time tomorrow?,no emotion,1275,2,0,question
Half past seven in the morning.,no emotion,1275,3,1,inform
Where to meet?,no emotion,1275,4,0,question
In the market.,no emotion,1275,5,1,inform
OK. Bottoms up.,happiness,1275,6,0,inform
Bottoms up.,happiness,1275,7,1,inform
It's on me.,happiness,1275,8,0,inform
Thank you. This place is nice.,happiness,1275,9,1,inform
Can I help you?,no emotion,1276,0,0,question
I want to buy a hat.,no emotion,1276,1,1,inform
"Come here, please.",no emotion,1276,2,0,directive
Is this one fit for you? It is nice.,no emotion,1276,3,1,directive
I don't like the style.,no emotion,1276,4,0,commissive
How about this one?,no emotion,1276,5,1,directive
Black is not my favorite colour.,no emotion,1276,6,0,commissive
